!	PONCT
signalée	VPP
signalées	VPP
signalés	VPP
signant	VPR
signas	V
signasse	VS
signassent	VS
signasses	VS
signassiez	VS
signassions	VS
signature	NC
signatures	NC
signe	NC
signe	V
signe	VIMP
signe	VS
signent	V
signent	VS
signer	VINF
signera	V
signerai	V
signeraient	V
signerais	V
signerait	V
signeras	V
signerez	V
signeriez	V
signerions	V
signerons	V
signeront	V
signes	NC
signes	V
signes	VS
signez	V
signez	VIMP
signiez	V
signiez	VS
signifia	V
signifiai	V
signifiaient	V
signifiais	V
signifiait	V
signifiant	VPR
signifias	V
signifiasse	VS
signifiassent	VS
signifiasses	VS
signifiassiez	VS
signifiassions	VS
significatif	ADJ
significatifs	ADJ
significative	ADJ
significatives	ADJ
signifie	V
signifie	VIMP
signifie	VS
signifient	V
signifient	VS
signifier	VINF
signifiera	V
signifierai	V
signifieraient	V
signifierais	V
signifierait	V
signifieras	V
signifierez	V
signifieriez	V
signifierions	V
signifierons	V
signifieront	V
signifies	V
signifies	VS
signifiez	V
signifiez	VIMP
signifiiez	V
signifiiez	VS
signifiions	V
signifiions	VS
signifions	V
signifions	VIMP
signifiâmes	V
signifiât	VS
signifiâtes	V
signifièrent	V
signifié	VPP
signifiée	VPP
signifiées	VPP
signifiés	VPP
signions	V
signions	VS
signons	V
signons	VIMP
signâmes	V
signât	VS
signâtes	V
signèrent	V
signé	VPP
signée	VPP
signées	VPP
signés	VPP
silence	NC
silences	NC
similaire	ADJ
similaires	ADJ
simple	ADJ
simplement	ADV
simples	ADJ
simplicité	NC
simplicités	NC
sincère	ADJ
sincères	ADJ
singe	NC
singes	NC
sinistre	NC
sinistres	NC
site	NC
sites	NC
situa	V
situai	V
situaient	V
situais	V
situait	V
situant	VPR
situas	V
situasse	VS
situassent	VS
situasses	VS
situassiez	VS
situassions	VS
situation	NC
situations	NC
situe	V
situe	VIMP
situe	VS
situent	V
situent	VS
situer	VINF
situera	V
situerai	V
situeraient	V
situerais	V
situerait	V
situeras	V
situerez	V
situeriez	V
situerions	V
situerons	V
situeront	V
situes	V
situes	VS
situez	V
situez	VIMP
situiez	V
situiez	VS
situions	V
situions	VS
situons	V
situons	VIMP
situâmes	V
situât	VS
situâtes	V
situèrent	V
situé	ADJ
situé	VPP
située	ADJ
située	VPP
situées	ADJ
situées	VPP
situés	ADJ
situés	VPP
six	NC
sixième	ADJ
sixièmes	ADJ
siècle	NC
siècles	NC
siège	NC
sièges	NC
sketch	NC
sketches	NC
sketchs	NC
ski	NC
skis	NC
slalom	NC
slaloms	NC
social	ADJ
sociale	ADJ
sociale	NC
sociales	ADJ
sociales	NC
socialiste	ADJ
socialistes	ADJ
socials	ADJ
sociaux	ADJ
sociétaire	NC
sociétaires	NC
société	NC
sociétés	NC
soeur	NC
soeurs	NC
soi	PRO
soi-même	PRO
soie	NC
soient	VS
soies	NC
soin	NC
soins	NC
soir	NC
soirs	NC
soirée	NC
soirées	NC
sois	VIMP
sois	VS
soit	CC
soit	VS
soixantaine	NC
soixantaines	NC
sol	NC
soldat	NC
soldate	NC
soldates	NC
soldats	NC
solde	NC
soldes	NC
soleil	NC
soleils	NC
solennel	ADJ
solennelle	ADJ
solennelles	ADJ
solennels	ADJ
soli	NC
solidarité	NC
solidarités	NC
solide	ADJ
solides	ADJ
soliste	NC
solistes	NC
solitaire	ADJ
solitaires	ADJ
sollicita	V
sollicitai	V
sollicitaient	V
sollicitais	V
sollicitait	V
sollicitant	VPR
sollicitas	V
sollicitasse	VS
sollicitassent	VS
sollicitasses	VS
sollicitassiez	VS
sollicitassions	VS
sollicite	V
sollicite	VIMP
sollicite	VS
sollicitent	V
sollicitent	VS
solliciter	VINF
sollicitera	V
solliciterai	V
solliciteraient	V
solliciterais	V
solliciterait	V
solliciteras	V
solliciterez	V
solliciteriez	V
solliciterions	V
solliciterons	V
solliciteront	V
sollicites	V
sollicites	VS
sollicitez	V
sollicitez	VIMP
sollicitiez	V
sollicitiez	VS
sollicitions	V
sollicitions	VS
sollicitons	V
sollicitons	VIMP
sollicitâmes	V
sollicitât	VS
sollicitâtes	V
sollicitèrent	V
sollicité	VPP
sollicitée	VPP
sollicitées	VPP
sollicités	VPP
solo	NC
solos	NC
sols	NC
solution	NC
solutions	NC
somme	NC
sommeil	NC
sommeils	NC
sommes	NC
sommes	V
sommet	NC
sommets	NC
son	DET
son	NC
sondage	NC
sondages	NC
sonore	ADJ
sonores	ADJ
sons	NC
sont	V
sors	V
sors	VIMP
sort	NC
sort	V
sortaient	V
sortais	V
sortait	V
sortant	ADJ
sortant	VPR
sortante	ADJ
sortantes	ADJ
sortants	ADJ
sorte	NC
sorte	VS
sortent	V
sortent	VS
sortes	NC
sortes	VS
sortez	V
sortez	VIMP
sorti	VPP
sortie	NC
sortie	VPP
sorties	NC
sorties	VPP
sortiez	V
sortiez	VS
sortions	V
sortions	VS
sortir	VINF
sortira	V
sortirai	V
sortiraient	V
sortirais	V
sortirait	V
sortiras	V
sortirent	V
sortirez	V
sortiriez	V
sortirions	V
sortirons	V
sortiront	V
sortis	V
sortis	VPP
sortisse	VS
sortissent	VS
sortisses	VS
sortissiez	VS
sortissions	VS
sortit	V
sortons	V
sortons	VIMP
sorts	NC
sortîmes	V
sortît	VS
sortîtes	V
souci	NC
soucieuse	ADJ
soucieuses	ADJ
soucieux	ADJ
soucis	NC
souffert	VPP
soufferte	VPP
souffertes	VPP
soufferts	VPP
souffle	NC
souffles	NC
souffraient	V
souffrais	V
souffrait	V
souffrant	VPR
souffre	V
souffre	VIMP
souffre	VS
souffrent	V
souffrent	VS
souffres	V
souffres	VS
souffrez	V
souffrez	VIMP
souffriez	V
souffriez	VS
souffrions	V
souffrions	VS
souffrir	VINF
souffrira	V
souffrirai	V
souffriraient	V
souffrirais	V
souffrirait	V
souffriras	V
souffrirent	V
souffrirez	V
souffririez	V
souffririons	V
souffrirons	V
souffriront	V
souffris	V
souffrisse	VS
souffrissent	VS
souffrisses	VS
souffrissiez	VS
souffrissions	VS
souffrit	V
souffrons	V
souffrons	VIMP
souffrîmes	V
souffrît	VS
souffrîtes	V
souhait	NC
souhaita	V
souhaitai	V
souhaitaient	V
souhaitais	V
souhaitait	V
souhaitant	VPR
souhaitas	V
souhaitasse	VS
souhaitassent	VS
souhaitasses	VS
souhaitassiez	VS
souhaitassions	VS
souhaite	V
souhaite	VIMP
souhaite	VS
souhaitent	V
souhaitent	VS
souhaiter	VINF
souhaitera	V
souhaiterai	V
souhaiteraient	V
souhaiterais	V
souhaiterait	V
souhaiteras	V
souhaiterez	V
souhaiteriez	V
souhaiterions	V
souhaiterons	V
souhaiteront	V
souhaites	V
souhaites	VS
souhaitez	V
souhaitez	VIMP
souhaitiez	V
souhaitiez	VS
souhaitions	V
souhaitions	VS
souhaitons	V
souhaitons	VIMP
souhaits	NC
souhaitâmes	V
souhaitât	VS
souhaitâtes	V
souhaitèrent	V
souhaité	VPP
souhaitée	VPP
souhaitées	VPP
souhaités	VPP
souligna	V
soulignai	V
soulignaient	V
soulignais	V
soulignait	V
soulignant	VPR
soulignas	V
soulignasse	VS
soulignassent	VS
soulignasses	VS
soulignassiez	VS
soulignassions	VS
souligne	V
souligne	VIMP
souligne	VS
soulignent	V
soulignent	VS
souligner	VINF
soulignera	V
soulignerai	V
souligneraient	V
soulignerais	V
soulignerait	V
souligneras	V
soulignerez	V
souligneriez	V
soulignerions	V
soulignerons	V
souligneront	V
soulignes	V
soulignes	VS
soulignez	V
soulignez	VIMP
souligniez	V
souligniez	VS
soulignions	V
soulignions	VS
soulignons	V
soulignons	VIMP
soulignâmes	V
soulignât	VS
soulignâtes	V
soulignèrent	V
souligné	VPP
soulignée	VPP
soulignées	VPP
soulignés	VPP
soumet	V
soumets	V
soumets	VIMP
soumettaient	V
soumettais	V
soumettait	V
soumettant	VPR
soumette	VS
soumettent	V
soumettent	VS
soumettes	VS
soumettez	V
soumettez	VIMP
soumettiez	V
soumettiez	VS
soumettions	V
soumettions	VS
soumettons	V
soumettons	VIMP
soumettra	V
soumettrai	V
soumettraient	V
soumettrais	V
soumettrait	V
soumettras	V
soumettre	VINF
soumettrez	V
soumettriez	V
soumettrions	V
soumettrons	V
soumettront	V
soumirent	V
soumis	V
soumis	VPP
soumise	VPP
soumises	VPP
soumisse	VS
soumissent	VS
soumisses	VS
soumissiez	VS
soumissions	VS
soumit	V
soumîmes	V
soumît	VS
soumîtes	V
source	NC
sources	NC
souriant	ADJ
souriante	ADJ
souriantes	ADJ
souriants	ADJ
sourire	NC
sourires	NC
sous	P
sous-préfet	NC
sous-préfets	NC
sous-préfète	NC
sous-préfètes	NC
sous-sol	NC
sous-sols	NC
soutenaient	V
soutenais	V
soutenait	V
soutenant	VPR
soutenez	V
soutenez	VIMP
souteniez	V
souteniez	VS
soutenions	V
soutenions	VS
soutenir	VINF
soutenons	V
soutenons	VIMP
soutenu	VPP
soutenue	VPP
soutenues	VPP
soutenus	VPP
souterrain	ADJ
souterraine	ADJ
souterraines	ADJ
souterrains	ADJ
soutien	NC
soutiendra	V
soutiendrai	V
soutiendraient	V
soutiendrais	V
soutiendrait	V
soutiendras	V
soutiendrez	V
soutiendriez	V
soutiendrions	V
soutiendrons	V
soutiendront	V
soutienne	VS
soutiennent	V
soutiennent	VS
soutiennes	VS
soutiens	NC
soutiens	V
soutiens	VIMP
soutient	V
soutinrent	V
soutins	V
soutinsse	VS
soutinssent	VS
soutinsses	VS
soutinssiez	VS
soutinssions	VS
soutint	V
soutînmes	V
soutînt	VS
soutîntes	V
souvenaient	V
souvenais	V
souvenait	V
souvenant	VPR
souvenez	V
souvenez	VIMP
souveniez	V
souveniez	VS
souvenions	V
souvenions	VS
souvenir	NC
souvenir	VINF
souvenirs	NC
souvenons	V
souvenons	VIMP
souvent	ADV
souvenu	VPP
souvenue	VPP
souvenues	VPP
souvenus	VPP
souviendra	V
souviendrai	V
souviendraient	V
souviendrais	V
souviendrait	V
souviendras	V
souviendrez	V
souviendriez	V
souviendrions	V
souviendrons	V
souviendront	V
souvienne	VS
souviennent	V
souviennent	VS
souviennes	VS
souviens	V
souviens	VIMP
souvient	V
souvinrent	V
souvins	V
souvinsse	VS
souvinssent	VS
souvinsses	VS
souvinssiez	VS
souvinssions	VS
souvint	V
souvînmes	V
souvînt	VS
souvîntes	V
soyez	VIMP
soyez	VS
soyons	VIMP
soyons	VS
sp..	NC
spectacle	NC
spectacles	NC
spectaculaire	ADJ
spectaculaires	ADJ
spectateur	NC
spectateurs	NC
spectatrice	NC
spectatrices	NC
spinalien	NC
spinaliens	NC
sponsor	NC
sponsors	NC
sport	NC
sportif	ADJ
sportif	NC
sportifs	ADJ
sportifs	NC
sportive	ADJ
sportive	NC
sportives	ADJ
sportives	NC
sports	NC
sprint	NC
sprints	NC
spécial	ADJ
spéciale	ADJ
spécialement	ADV
spéciales	ADJ
spécialisa	V
spécialisai	V
spécialisaient	V
spécialisais	V
spécialisait	V
spécialisant	VPR
spécialisas	V
spécialisasse	VS
spécialisassent	VS
spécialisasses	VS
spécialisassiez	VS
spécialisassions	VS
spécialise	V
spécialise	VIMP
spécialise	VS
spécialisent	V
spécialisent	VS
spécialiser	VINF
spécialisera	V
spécialiserai	V
spécialiseraient	V
spécialiserais	V
spécialiserait	V
spécialiseras	V
spécialiserez	V
spécialiseriez	V
spécialiserions	V
spécialiserons	V
spécialiseront	V
spécialises	V
spécialises	VS
spécialisez	V
spécialisez	VIMP
spécialisiez	V
spécialisiez	VS
spécialisions	V
spécialisions	VS
spécialisons	V
spécialisons	VIMP
spécialiste	NC
spécialistes	NC
spécialisâmes	V
spécialisât	VS
spécialisâtes	V
spécialisèrent	V
spécialisé	ADJ
spécialisé	VPP
spécialisée	ADJ
spécialisée	VPP
spécialisées	ADJ
spécialisées	VPP
spécialisés	ADJ
spécialisés	VPP
spécialité	NC
spécialités	NC
spéciaux	ADJ
spécifique	ADJ
spécifiques	ADJ
square	NC
squares	NC
st	V
stable	ADJ
stables	ADJ
stade	NC
stades	NC
stage	NC
stages	NC
stagiaire	NC
stagiaires	NC
stand	NC
stands	NC
star	NC
stars	NC
station	NC
stationnement	NC
stationnements	NC
stations	NC
statue	NC
statues	NC
statut	NC
statuts	NC
stock	NC
stocks	NC
stop	NC
stops	NC
stratégie	NC
stratégies	NC
stratégique	ADJ
stratégiques	ADJ
strict	ADJ
stricte	ADJ
strictes	ADJ
stricts	ADJ
structure	NC
structures	NC
studio	NC
studios	NC
style	NC
styles	NC
stère	NC
stères	NC
stéphanois	NC
stéphanoise	NC
stéphanoises	NC
stéréo	NC
stéréos	NC
su	VPP
subi	VPP
subie	VPP
subies	VPP
subir	VINF
subira	V
subirai	V
subiraient	V
subirais	V
subirait	V
subiras	V
subirent	V
subirez	V
subiriez	V
subirions	V
subirons	V
subiront	V
subis	V
subis	VIMP
subis	VPP
subissaient	V
subissais	V
subissait	V
subissant	VPR
subisse	VS
subissent	V
subissent	VS
subisses	VS
subissez	V
subissez	VIMP
subissiez	V
subissiez	VS
subissions	V
subissions	VS
subissons	V
subissons	VIMP
subit	V
substitut	NC
substituts	NC
subvention	NC
subventionna	V
subventionnai	V
subventionnaient	V
subventionnais	V
subventionnait	V
subventionnant	VPR
subventionnas	V
subventionnasse	VS
subventionnassent	VS
subventionnasses	VS
subventionnassiez	VS
subventionnassions	VS
subventionne	V
subventionne	VIMP
subventionne	VS
subventionnent	V
subventionnent	VS
subventionner	VINF
subventionnera	V
subventionnerai	V
subventionneraient	V
subventionnerais	V
subventionnerait	V
subventionneras	V
subventionnerez	V
subventionneriez	V
subventionnerions	V
subventionnerons	V
subventionneront	V
subventionnes	V
subventionnes	VS
subventionnez	V
subventionnez	VIMP
subventionniez	V
subventionniez	VS
subventionnions	V
subventionnions	VS
subventionnons	V
subventionnons	VIMP
subventionnâmes	V
subventionnât	VS
subventionnâtes	V
subventionnèrent	V
subventionné	VPP
subventionnée	VPP
subventionnées	VPP
subventionnés	VPP
subventions	NC
subîmes	V
subît	VS
subîtes	V
successeur	NC
successeurs	NC
successif	ADJ
successifs	ADJ
succession	NC
successions	NC
successive	ADJ
successivement	ADV
successives	ADJ
succède	V
succède	VIMP
succède	VS
succèdent	V
succèdent	VS
succèdes	V
succèdes	VS
succès	NC
succéda	V
succédai	V
succédaient	V
succédais	V
succédait	V
succédant	VPR
succédas	V
succédasse	VS
succédassent	VS
succédasses	VS
succédassiez	VS
succédassions	VS
succéder	VINF
succédera	V
succéderai	V
succéderaient	V
succéderais	V
succéderait	V
succéderas	V
succéderez	V
succéderiez	V
succéderions	V
succéderons	V
succéderont	V
succédez	V
succédez	VIMP
succédiez	V
succédiez	VS
succédions	V
succédions	VS
succédons	V
succédons	VIMP
succédâmes	V
succédât	VS
succédâtes	V
succédèrent	V
succédé	VPP
succédée	VPP
succédées	VPP
succédés	VPP
sud	ADJ
sud	NC
suds	NC
sue	VPP
sues	VPP
suffi	VPP
suffira	V
suffirai	V
suffiraient	V
suffirais	V
suffirait	V
suffiras	V
suffire	VINF
suffirent	V
suffirez	V
suffiriez	V
suffirions	V
suffirons	V
suffiront	V
suffis	V
suffis	VIMP
suffisaient	V
suffisais	V
suffisait	V
suffisamment	ADV
suffisant	ADJ
suffisant	VPR
suffisante	ADJ
suffisantes	ADJ
suffisants	ADJ
suffise	VS
suffisent	V
suffisent	VS
suffises	VS
suffisez	V
suffisez	VIMP
suffisiez	V
suffisiez	VS
suffisions	V
suffisions	VS
suffisons	V
suffisons	VIMP
suffisse	VS
suffissent	VS
suffisses	VS
suffissiez	VS
suffissions	VS
suffit	V
suffrage	NC
suffrages	NC
suffîmes	V
suffît	VS
suffîtes	V
suis	V
suis	V
suis	VIMP
suisse	ADJ
suisses	ADJ
suit	V
suite	NC
suites	NC
suiv..	ADJ
suivaient	V
suivais	V
suivait	V
suivant	ADJ
suivant	P
suivant	VPR
suivante	ADJ
suivantes	ADJ
suivants	ADJ
suive	VS
suivent	V
suivent	VS
suives	VS
suivez	V
suivez	VIMP
suivi	NC
suivi	VPP
suivie	VPP
suivies	VPP
suiviez	V
suiviez	VS
suivions	V
suivions	VS
suivirent	V
suivis	NC
suivis	V
suivis	VPP
suivisse	VS
suivissent	VS
suivisses	VS
suivissiez	VS
suivissions	VS
suivit	V
suivons	V
suivons	VIMP
suivra	V
suivrai	V
suivraient	V
suivrais	V
suivrait	V
suivras	V
suivre	VINF
suivrez	V
suivriez	V
suivrions	V
suivrons	V
suivront	V
suivîmes	V
suivît	VS
suivîtes	V
sujet	NC
sujets	NC
sup..	ADJ
superbe	ADJ
superbes	ADJ
supplémentaire	ADJ
supplémentaires	ADJ
support	NC
supporta	V
supportai	V
supportaient	V
supportais	V
supportait	V
supportant	VPR
supportas	V
supportasse	VS
supportassent	VS
supportasses	VS
supportassiez	VS
supportassions	VS
supporte	V
supporte	VIMP
supporte	VS
supportent	V
supportent	VS
supporter	NC
supporter	VINF
supportera	V
supporterai	V
supporteraient	V
supporterais	V
supporterait	V
supporteras	V
supporterez	V
supporteriez	V
supporterions	V
supporterons	V
supporteront	V
supporters	NC
supportes	V
supportes	VS
supporteur	NC
supporteurs	NC
supportez	V
supportez	VIMP
supportiez	V
supportiez	VS
supportions	V
supportions	VS
supportons	V
supportons	VIMP
supportrice	NC
supportrices	NC
supports	NC
supportâmes	V
supportât	VS
supportâtes	V
supportèrent	V
supporté	VPP
supportée	VPP
supportées	VPP
supportés	VPP
suppression	NC
suppressions	NC
supprima	V
supprimai	V
supprimaient	V
supprimais	V
supprimait	V
supprimant	VPR
supprimas	V
supprimasse	VS
supprimassent	VS
supprimasses	VS
supprimassiez	VS
supprimassions	VS
supprime	V
supprime	VIMP
supprime	VS
suppriment	V
suppriment	VS
supprimer	VINF
supprimera	V
supprimerai	V
supprimeraient	V
supprimerais	V
supprimerait	V
supprimeras	V
supprimerez	V
supprimeriez	V
supprimerions	V
supprimerons	V
supprimeront	V
supprimes	V
supprimes	VS
supprimez	V
supprimez	VIMP
supprimiez	V
supprimiez	VS
supprimions	V
supprimions	VS
supprimons	V
supprimons	VIMP
supprimâmes	V
supprimât	VS
supprimâtes	V
supprimèrent	V
supprimé	VPP
supprimée	VPP
supprimées	VPP
supprimés	VPP
supérieur	ADJ
supérieure	ADJ
supérieures	ADJ
supérieurs	ADJ
sur	ADJ
sur	P
surent	V
surface	NC
surfaces	NC
surprenaient	V
surprenais	V
surprenait	V
surprenant	ADJ
surprenant	VPR
surprenante	ADJ
surprenantes	ADJ
surprenants	ADJ
surprend	V
surprendra	V
surprendrai	V
surprendraient	V
surprendrais	V
surprendrait	V
surprendras	V
surprendre	VINF
surprendrez	V
surprendriez	V
surprendrions	V
surprendrons	V
surprendront	V
surprends	V
surprends	VIMP
surprenez	V
surprenez	VIMP
surpreniez	V
surpreniez	VS
surprenions	V
surprenions	VS
surprenne	VS
surprennent	V
surprennent	VS
surprennes	VS
surprenons	V
surprenons	VIMP
surprirent	V
surpris	V
surpris	VPP
surprise	NC
surprise	VPP
surprises	NC
surprises	VPP
surprisse	VS
surprissent	VS
surprisses	VS
surprissiez	VS
surprissions	VS
surprit	V
surprîmes	V
surprît	VS
surprîtes	V
surs	ADJ
sursis	NC
surtout	ADV
surveillance	NC
surveillances	NC
survenaient	V
survenais	V
survenait	V
survenant	VPR
survenez	V
survenez	VIMP
surveniez	V
surveniez	VS
survenions	V
survenions	VS
survenir	VINF
survenons	V
survenons	VIMP
survenu	VPP
survenue	VPP
survenues	VPP
survenus	VPP
surviendra	V
surviendrai	V
surviendraient	V
surviendrais	V
surviendrait	V
surviendras	V
surviendrez	V
surviendriez	V
surviendrions	V
surviendrons	V
surviendront	V
survienne	VS
surviennent	V
surviennent	VS
surviennes	VS
surviens	V
surviens	VIMP
survient	V
survinrent	V
survins	V
survinsse	VS
survinssent	VS
survinsses	VS
survinssiez	VS
survinssions	VS
survint	V
survînmes	V
survînt	VS
survîntes	V
sus	V
sus	VPP
susceptible	ADJ
susceptibles	ADJ
suscita	V
suscitai	V
suscitaient	V
suscitais	V
suscitait	V
suscitant	VPR
suscitas	V
suscitasse	VS
suscitassent	VS
suscitasses	VS
suscitassiez	VS
suscitassions	VS
suscite	V
suscite	VIMP
suscite	VS
suscitent	V
suscitent	VS
susciter	VINF
suscitera	V
susciterai	V
susciteraient	V
susciterais	V
susciterait	V
susciteras	V
susciterez	V
susciteriez	V
susciterions	V
susciterons	V
susciteront	V
suscites	V
suscites	VS
suscitez	V
suscitez	VIMP
suscitiez	V
suscitiez	VS
suscitions	V
suscitions	VS
suscitons	V
suscitons	VIMP
suscitâmes	V
suscitât	VS
suscitâtes	V
suscitèrent	V
suscité	VPP
suscitée	VPP
suscitées	VPP
suscités	VPP
suspect	ADJ
suspecte	ADJ
suspectes	ADJ
suspects	ADJ
suspend	V
suspendaient	V
suspendais	V
suspendait	V
suspendant	VPR
suspende	VS
suspendent	V
suspendent	VS
suspendes	VS
suspendez	V
suspendez	VIMP
suspendiez	V
suspendiez	VS
suspendions	V
suspendions	VS
suspendirent	V
suspendis	V
suspendisse	VS
suspendissent	VS
suspendisses	VS
suspendissiez	VS
suspendissions	VS
suspendit	V
suspendons	V
suspendons	VIMP
suspendra	V
suspendrai	V
suspendraient	V
suspendrais	V
suspendrait	V
suspendras	V
suspendre	VINF
suspendrez	V
suspendriez	V
suspendrions	V
suspendrons	V
suspendront	V
suspends	V
suspends	VIMP
suspendu	VPP
suspendue	VPP
suspendues	VPP
suspendus	VPP
suspendîmes	V
suspendît	VS
suspendîtes	V
suspension	NC
suspensions	NC
susse	VS
sussent	VS
susses	VS
sussiez	VS
sussions	VS
sut	V
svt	ADV
symbole	NC
symboles	NC
symbolique	ADJ
symboliques	ADJ
sympa	ADJ
sympas	ADJ
sympathie	NC
sympathies	NC
sympathique	ADJ
sympathiques	ADJ
sympathisant	NC
sympathisante	NC
sympathisantes	NC
sympathisants	NC
syndical	ADJ
syndicale	ADJ
syndicales	ADJ
syndicat	NC
syndicats	NC
syndicaux	ADJ
synonyme	ADJ
synonymes	ADJ
système	NC
systèmes	NC
sèche	ADJ
sèches	ADJ
séance	NC
séances	NC
sécurité	NC
sécurités	NC
séduira	V
séduirai	V
séduiraient	V
séduirais	V
séduirait	V
séduiras	V
séduire	VINF
séduirez	V
séduiriez	V
séduirions	V
séduirons	V
séduiront	V
séduis	V
séduis	VIMP
séduisaient	V
séduisais	V
séduisait	V
séduisant	VPR
séduise	VS
séduisent	V
séduisent	VS
séduises	VS
séduisez	V
séduisez	VIMP
séduisiez	V
séduisiez	VS
séduisions	V
séduisions	VS
séduisirent	V
séduisis	V
séduisisse	VS
séduisissent	VS
séduisisses	VS
séduisissiez	VS
séduisissions	VS
séduisit	V
séduisons	V
séduisons	VIMP
séduisîmes	V
séduisît	VS
séduisîtes	V
séduit	V
séduit	VPP
séduite	VPP
séduites	VPP
séduits	VPP
séjour	NC
séjours	NC
sélectif	ADJ
sélectifs	ADJ
sélection	NC
sélectionna	V
sélectionnai	V
sélectionnaient	V
sélectionnais	V
sélectionnait	V
sélectionnant	VPR
sélectionnas	V
sélectionnasse	VS
sélectionnassent	VS
sélectionnasses	VS
sélectionnassiez	VS
sélectionnassions	VS
sélectionne	V
sélectionne	VIMP
sélectionne	VS
sélectionnent	V
sélectionnent	VS
sélectionner	VINF
sélectionnera	V
sélectionnerai	V
sélectionneraient	V
sélectionnerais	V
sélectionnerait	V
sélectionneras	V
sélectionnerez	V
sélectionneriez	V
sélectionnerions	V
sélectionnerons	V
sélectionneront	V
sélectionnes	V
sélectionnes	VS
sélectionnez	V
sélectionnez	VIMP
sélectionniez	V
sélectionniez	VS
sélectionnions	V
sélectionnions	VS
sélectionnons	V
